MLB_ID,Name,Organization,Position,Rank,Has_2025_PBP,Has_2025_Pitch,Has_2024_PBP,Has_2024_Pitch,Has_Any_PBP,Has_Any_Pitch
683568,Jairo Iriarte,CHW,SP,9999,False,False,False,False,False,False
695316,Jarold Rosado,CHW,DH,9999,False,False,False,False,False,False
702273,Noah Schultz,CHW,SP,9999,False,False,False,False,False,False
703670,Pierce George,CHW,DH,9999,False,False,False,False,False,False
803143,Seth Keener,CHW,DH,9999,False,False,False,False,False,False
701780,Tanner McDougal,CHW,SP,9999,False,False,False,False,False,False
805326,Tyler Schweitzer,CHW,SP,9999,False,False,False,False,False,False
807645,Adolfo Sanchez,CIN,RF,9999,False,False,False,False,False,False
805155,Adrian Herrera,CIN,SP,9999,False,False,False,False,False,False
703242,Anyer Laureano,CIN,DH,9999,False,False,False,False,False,False
694832,Cody Adcock,CIN,DH,9999,False,False,False,False,False,False
800616,Cole Schoenwetter,CIN,SP,9999,False,False,False,False,False,False
674450,Hector Rodriguez,CIN,OF,9999,False,False,False,False,False,False
701370,JeanPierre Ortiz,CIN,SP,9999,False,False,False,False,False,False
821073,Jirvin Morillo,CIN,C,9999,False,False,False,False,False,False
695569,Luke Hayden,CIN,RP,9999,False,False,False,False,False,False
695705,Luke Holman,CIN,SP,9999,False,False,False,False,False,False
702568,Mason Morris,CIN,RP,9999,False,False,False,False,False,False
814525,Mike Villani,CIN,DH,9999,False,False,False,False,False,False
802086,Ovis Portes,CIN,DH,9999,False,False,False,False,False,False
829162,Steele Hall,CIN,SS,9999,False,False,False,False,False,False
692226,Ty Floyd,CIN,SP,9999,False,False,False,False,False,False
802146,Aidan Major,CLE,SP,9999,False,False,False,False,False,False
689958,Andrew Walters,CLE,DH,9999,False,False,False,False,False,False
815785,Braylon Doughty,CLE,SP,9999,False,False,False,False,False,False
801129,Caden Favors,CLE,DH,9999,False,False,False,False,False,False
813949,Chase Mobley,CLE,SP,9999,False,False,False,False,False,False
680951,Doug Nikhazy,CLE,SP,9999,False,False,False,False,False,False
680916,Franco Aleman,CLE,DH,9999,False,False,False,False,False,False
821657,Gabriel Rodriguez,CLE,SS,9999,False,False,False,False,False,False
702593,Jace LaViolette,CLE,CF,9999,False,False,False,False,False,False
703469,Jackson  Humphries,CLE,RP,9999,False,False,False,False,False,False
815841,Joey Oakie,CLE,SP,9999,False,False,False,False,False,False
805702,Jogly Garcia,CLE,DH,9999,False,False,False,False,False,False
821759,Johan Rodriguez,CLE,SS,9999,False,False,False,False,False,False
683235,Justin Campbell,CLE,SP,9999,False,False,False,False,False,False
802068,Kendeglys Virguez,CLE,DH,9999,False,False,False,False,False,False
683363,Matt Wilkinson,CLE,SP,9999,False,False,False,False,False,False
702604,Michael Kennedy,CLE,SP,9999,False,False,False,False,False,False
800048,Parker Messick,CLE,SP,9999,False,False,False,False,False,False
815897,Robert Arias,CLE,CF,9999,False,False,False,False,False,False
701679,Brody Brecht,COL,SP,9999,False,False,False,False,False,False
821800,Gregory Sanchez,COL,SP,9999,False,False,False,False,False,False
702622,Griffin Herring,COL,SP,9999,False,False,False,False,False,False
694549,Isaiah Coupet,COL,RP,9999,False,False,False,False,False,False
822477,JB Middleton,COL,RP,9999,False,False,False,False,False,False
700174,Jordy Vargas,COL,SP,9999,False,False,False,False,False,False
701056,Josh Grosz,COL,SP,9999,False,False,False,False,False,False
694316,Lebarron Johnson Jr.,COL,DH,9999,False,False,False,False,False,False
800436,Luichi Casilla,COL,DH,9999,False,False,False,False,False,False
685326,McCade Brown,COL,SP,9999,False,False,False,False,False,False
814252,Sandy Ozuna,COL,SP,9999,False,False,False,False,False,False
807743,Sean Sullivan,COL,RP,9999,False,False,False,False,False,False
692632,Yujanyer Herrera,COL,DH,9999,False,False,False,False,False,False
815814,Billy Carlson,CWS,SS,9999,False,False,False,False,False,False
828262,Jaden Fauske,CWS,OF,9999,False,False,False,False,False,False
803011,Sam Antonacci,CWS,2B,9999,False,False,False,False,False,False
812775,Andrew Dunford,DET,SP,9999,False,False,False,False,False,False
800624,Ben Jacobs,DET,SP,9999,False,False,False,False,False,False
800614,Bryce Rainer,DET,SS,9999,False,False,False,False,False,False
681916,Dylan Smith,DET,DH,9999,False,False,False,False,False,False
815162,Ethan Schiefelbein,DET,SP,9999,False,False,False,False,False,False
694050,Gabriel Reyes,DET,DH,9999,False,False,False,False,False,False
803723,Jordan Yost,DET,SS,9999,False,False,False,False,False,False
702477,Joseph Montalvo,DET,SP,9999,False,False,False,False,False,False
808383,Kelvis Salcedo,DET,SP,9999,False,False,False,False,False,False
802412,Malachi Witherspoon,DET,DH,9999,False,False,False,False,False,False
695602,Michael Massey,DET,DH,9999,False,False,False,False,False,False
815157,Owen Hall,DET,SP,9999,False,False,False,False,False,False
800618,Paul Wilson,DET,SP,9999,False,False,False,False,False,False
694331,Tyler Mattison,DET,DH,9999,False,False,False,False,False,False
687074,Tyler Owens,DET,DH,9999,False,False,False,False,False,False
681458,Yosber Sanchez,DET,DH,9999,False,False,False,False,False,False
805123,AJ Blubaugh,HOU,RP,9999,False,False,False,False,False,False
691012,Alex Santos II,HOU,DH,9999,False,False,False,False,False,False
820901,Anderson Brito,HOU,DH,9999,False,False,False,False,False,False
800063,Andrew Taylor,HOU,RP,9999,False,False,False,False,False,False
809343,Bryce Mayer,HOU,SP,9999,False,False,False,False,False,False
815308,Colby Langford,HOU,DH,9999,False,False,False,False,False,False
826315,Cole Hertzler,HOU,SP,9999,False,False,False,False,False,False
689200,Jacob Melton,HOU,CF,9999,False,False,False,False,False,False
805694,Juan Bello,HOU,SP,9999,False,False,False,False,False,False
828599,Lucas Spence,HOU,OF,9999,False,False,False,False,False,False
830769,Nick Potter,HOU,DH,9999,False,False,False,False,False,False
809789,Parker Smith,HOU,RP,9999,False,False,False,False,False,False
801573,Ryan Forcucci,HOU,SP,9999,False,False,False,False,False,False
815832,Xavier Neyens,HOU,3B,9999,False,False,False,False,False,False
815843,Josh Hammond,KC,3B,9999,False,False,False,False,False,False
830402,Kendry Chourio,KC,P,9999,False,False,False,False,False,False
815819,Sean Gamble,KC,OF,9999,False,False,False,False,False,False
806265,Blake Wolters,KCR,SP,9999,False,False,False,False,False,False
804871,Brooks Bryan,KCR,C,9999,False,False,False,False,False,False
815789,David Shields,KCR,SP,9999,False,False,False,False,False,False
701795,Drew Beam,KCR,SP,9999,False,False,False,False,False,False
702373,Felix Arronde,KCR,SP,9999,False,False,False,False,False,False
702965,Hiro Wyatt,KCR,SP,9999,False,False,False,False,False,False
700985,Josh Hansell,KCR,DH,9999,False,False,False,False,False,False
703610,Justin Lamkin,KCR,SP,9999,False,False,False,False,False,False
692137,L.P. Langevin,KCR,DH,9999,False,False,False,False,False,False
813533,Michael Lombardi,KCR,DH,9999,False,False,False,False,False,False
829071,Warren Calcaño,KCR,SS,9999,False,False,False,False,False,False
805615,Yeri Perez,KCR,DH,9999,False,False,False,False,False,False
803135,Austin Gordon,LAA,SP,9999,False,False,False,False,False,False
806010,Barrett Kent,LAA,SP,9999,False,False,False,False,False,False
702274,Chase Shores,LAA,DH,9999,False,False,False,False,False,False
700933,Chris Cortez,LAA,DH,9999,False,False,False,False,False,False
813335,Dylan Jordan,LAA,SP,9999,False,False,False,False,False,False
809814,Francis Texido,LAA,RP,9999,False,False,False,False,False,False
702586,Fulton Lockhart,LAA,DH,9999,False,False,False,False,False,False
815083,Mitch Farris,LAA,SP,9999,False,False,False,False,False,False
695402,Najer Victor,LAA,DH,9999,False,False,False,False,False,False
696270,Ryan Johnson,LAA,RP,9999,False,False,False,False,False,False
807281,Trey Gregory-Alford,LAA,SP,9999,False,False,False,False,False,False
803285,Tyler Bremner,LAA,SP,9999,False,False,False,False,False,False
808161,Ubaldo Soto,LAA,SP,9999,False,False,False,False,False,False
814279,Yeferson Vargas,LAA,DH,9999,False,False,False,False,False,False
700365,Yendy Gomez,LAA,DH,9999,False,False,False,False,False,False
801317,Alex Makarewich,LAD,DH,9999,False,False,False,False,False,False
806224,Brady Smith,LAD,SP,9999,False,False,False,False,False,False
824624,Brooks Auger,LAD,SP,9999,False,False,False,False,False,False
804942,Cam Leiter,LAD,SP,9999,False,False,False,False,False,False
800537,Christian Zazueta,LAD,SP,9999,False,False,False,False,False,False
815794,Hyun-Seok Jang,LAD,SP,9999,False,False,False,False,False,False
809915,Jakob Wright,LAD,RP,9999,False,False,False,False,False,False
689042,Jared Karros,LAD,SP,9999,False,False,False,False,False,False
806959,Joendry Vargas,LAD,SS,9999,False,False,False,False,False,False
692064,Jose Rodriguez,LAD,RP,9999,False,False,False,False,False,False
807833,Jose Vasquez,LAD,DH,9999,False,False,False,False,False,False
813916,Kellon Lindsey,LAD,CF,9999,False,False,False,False,False,False
805841,Logan Tabeling,LAD,DH,9999,False,False,False,False,False,False
808218,Luis Carias,LAD,SP,9999,False,False,False,False,False,False
812363,Marlon Nieves,LAD,SP,9999,False,False,False,False,False,False
701527,Mike Sirota,LAD,CF,9999,False,False,False,False,False,False
823860,Oliver Gonzalez,LAD,SP,9999,False,False,False,False,False,False
801434,Paul Gervase,LAD,DH,9999,False,False,False,False,False,False
806293,Payton Martin,LAD,SP,9999,False,False,False,False,False,False
695646,Peter Heubeck,LAD,DH,9999,False,False,False,False,False,False
808247,Samuel Sanchez,LAD,SP,9999,False,False,False,False,False,False
814507,Sterling Patick,LAD,RP,9999,False,False,False,False,False,False
702539,Zach Root,LAD,SP,9999,False,False,False,False,False,False
829763,Adrian  Pena,MIA,SP,9999,False,False,False,False,False,False
801995,Aiden May,MIA,RP,9999,False,False,False,False,False,False
690978,Dax Fulton,MIA,SP,9999,False,False,False,False,False,False
820940,Eiver Mosquera,MIA,SP,9999,False,False,False,False,False,False
824415,Grant Shepardson,MIA,SP,9999,False,False,False,False,False,False
806977,Janero Miller,MIA,DH,9999,False,False,False,False,False,False
698934,Jhoniel Serrano,MIA,DH,9999,False,False,False,False,False,False
804123,Joey Volini,MIA,SP,9999,False,False,False,False,False,False
821067,Jose Paulino,MIA,DH,9999,False,False,False,False,False,False
829074,Kevin Defrank,MIA,SP,9999,False,False,False,False,False,False
808547,Keyner Benitez,MIA,SP,9999,False,False,False,False,False,False
820960,Kifraidy Encarnacion,MIA,DH,9999,False,False,False,False,False,False
801737,Liomar Martinez,MIA,DH,9999,False,False,False,False,False,False
827626,Nate Payne,MIA,SP,9999,False,False,False,False,False,False
800611,Noble Meyer,MIA,SP,9999,False,False,False,False,False,False
829691,Pedro Montero,MIA,SP,9999,False,False,False,False,False,False
808690,Yohanfer Santana,MIA,SP,9999,False,False,False,False,False,False
815501,Bryce Meccage,MIL,SP,9999,False,False,False,False,False,False
823658,Daniel Dickinson,MIL,2B,9999,False,False,False,False,False,False
828475,Ethan Dorchies,MIL,P,9999,False,False,False,False,False,False
828774,Jack Hostetler,MIL,DH,9999,False,False,False,False,False,False
804756,Jacob Morrison,MIL,SP,9999,False,False,False,False,False,False
702505,JD Thompson,MIL,SP,9999,False,False,False,False,False,False
805807,Josh Knoth,MIL,SP,9999,False,False,False,False,False,False
650656,Luis Pena,MIL,SS,9999,False,False,False,False,False,False
804670,Ryan Birchard,MIL,RP,9999,False,False,False,False,False,False
834243,Sean Episcope,MIL,RP,9999,False,False,False,False,False,False
815868,Tyler Renz,MIL,P,9999,False,False,False,False,False,False
693750,Yerlin Rodriguez,MIL,DH,9999,False,False,False,False,False,False
807974,Adrian  Bohorquez,MIN,SP,9999,False,False,False,False,False,False
691576,Alejandro Hidalgo,MIN,RP,9999,False,False,False,False,False,False
805792,Charlee Soto,MIN,SP,9999,False,False,False,False,False,False
690217,C.J. Culpepper,MIN,SP,9999,False,False,False,False,False,False
828497,Cole Peschl,MIN,SP,9999,False,False,False,False,False,False
815893,Daiber De Los Santos,MIN,SS,9999,False,False,False,False,False,False
804539,Darren Bowen,MIN,DH,9999,False,False,False,False,False,False
815598,Dasan Hill,MIN,SP,9999,False,False,False,False,False,False
814291,Jacob Wosinski,MIN,RP,9999,False,False,False,False,False,False
806067,James Ellwanger,MIN,SP,9999,False,False,False,False,False,False
805279,Jason Reitz,MIN,SP,9999,False,False,False,False,False,False
699276,Jose Olivares,MIN,SP,9999,False,False,False,False,False,False
696070,Kendry Rojas,MIN,SP,9999,False,False,False,False,False,False
828786,Omar Montano,MIN,RP,9999,False,False,False,False,False,False
701487,Pierson Ohl,MIN,SP,9999,False,False,False,False,False,False
804981,Riley Quick,MIN,SP,9999,False,False,False,False,False,False
801594,Ryan Gallagher,MIN,SP,9999,False,False,False,False,False,False
829764,Santiago Castellanos,MIN,SP,9999,False,False,False,False,False,False
821050,Yoel Roque,MIN,DH,9999,False,False,False,False,False,False
697811,Dylan Ross,NYM,DH,9999,False,False,False,False,False,False
681657,Elian Pena,NYM,SS,9999,False,False,False,False,False,False
700370,Felipe De La Cruz,NYM,DH,9999,False,False,False,False,False,False
811307,Jack Wenninger,NYM,SP,9999,False,False,False,False,False,False
699309,Joel Díaz,NYM,SP,9999,False,False,False,False,False,False
804636,Jonah Tong,NYM,SP,9999,False,False,False,False,False,False
695558,Jonathan Santucci,NYM,DH,9999,False,False,False,False,False,False
800452,Jose Chirinos,NYM,SP,9999,False,False,False,False,False,False
700351,Luis Alvarez,NYM,DH,9999,False,False,False,False,False,False
691712,Luis R. Rodriguez,NYM,DH,9999,False,False,False,False,False,False
822038,Ryan Lambert,NYM,DH,9999,False,False,False,False,False,False
814492,Will Watson,NYM,RP,9999,False,False,False,False,False,False
806963,Brando Mayea,NYY,CF,9999,False,False,False,False,False,False
701480,Bryce Cunningham,NYY,SP,9999,False,False,False,False,False,False
703921,Chalniel Arias,NYY,SP,9999,False,False,False,False,False,False
694633,Chase Hampton,NYY,SP,9999,False,False,False,False,False,False
815454,Chris Kean,NYY,DH,9999,False,False,False,False,False,False
820996,Dexters Peralta,NYY,SS,9999,False,False,False,False,False,False
800471,Franyer Herrera,NYY,SP,9999,False,False,False,False,False,False
136601,George Lombard,NYY,SS,9999,False,False,False,False,False,False
702873,Hansel Rosario,NYY,DH,9999,False,False,False,False,False,False
700649,Henry Lalane,NYY,SP,9999,False,False,False,False,False,False
808394,Jerson Alejandro,NYY,SP,9999,False,False,False,False,False,False
702436,Luis Serna,NYY,SP,9999,False,False,False,False,False,False
686433,Luis Velasquez,NYY,DH,9999,False,False,False,False,False,False
800239,Sabier Marte,NYY,SP,9999,False,False,False,False,False,False
695765,Thatcher Hurd,NYY,RP,9999,False,False,False,False,False,False
693647,Thomas  Balboni Jr.,NYY,DH,9999,False,False,False,False,False,False
805261,Cade Obermueller,PHI,SP,9999,False,False,False,False,False,False
805790,Cody Bowker,PHI,SP,9999,False,False,False,False,False,False
465321,Gabriel Rincones,PHI,OF,9999,False,False,False,False,False,False
805906,Gage Wood,PHI,SP,9999,False,False,False,False,False,False
691893,Jean Cabrera,PHI,SP,9999,False,False,False,False,False,False
702431,Juan Amarante,PHI,DH,9999,False,False,False,False,False,False
703496,Mavis Graves,PHI,SP,9999,False,False,False,False,False,False
691330,Moisés Chace,PHI,SP,9999,False,False,False,False,False,False
827408,Ramon Marquez,PHI,P,9999,False,False,False,False,False,False
808207,Wen-Hui Pan,PHI,DH,9999,False,False,False,False,False,False
699008,Antwone Kelly,PIT,P,9999,False,False,False,False,False,False
694788,Carlson Reed,PIT,RP,9999,False,False,False,False,False,False
807968,David Matoma,PIT,SP,9999,False,False,False,False,False,False
682995,Hunter Barco,PIT,SP,9999,False,False,False,False,False,False
807002,Jeter Martinez,PIT,SP,9999,False,False,False,False,False,False
815552,Levi Sterling,PIT,SP,9999,False,False,False,False,False,False
809092,Murf Gray,PIT,3B,9999,False,False,False,False,False,False
821116,Reinold Navarro,PIT,DH,9999,False,False,False,False,False,False
815825,Seth Hernandez,PIT,P,9999,False,False,False,False,False,False
433592,Tony Blanco,PIT,1B,9999,False,False,False,False,False,False
805800,Zander Mueth,PIT,DH,9999,False,False,False,False,False,False
681097,Andrew Moore,SDP,DH,9999,False,False,False,False,False,False
699134,Bradgley Rodriguez,SDP,DH,9999,False,False,False,False,False,False
808893,Bryan Balzer,SDP,SP,9999,False,False,False,False,False,False
825419,Carlos Alvarez,SDP,SP,9999,False,False,False,False,False,False
800996,Cole Paplham,SDP,DH,9999,False,False,False,False,False,False
814232,Humberto Cruz,SDP,SP,9999,False,False,False,False,False,False
702584,Isaiah Lowe,SDP,SP,9999,False,False,False,False,False,False
695247,Jagger Haynes,SDP,RP,9999,False,False,False,False,False,False
695256,Josh Mallitz,SDP,RP,9999,False,False,False,False,False,False
807748,Kannon Kemp,SDP,SP,9999,False,False,False,False,False,False
824026,Kash Mayfield,SDP,SP,9999,False,False,False,False,False,False
828244,Kruz Schoolcraft,SDP,SP,9999,False,False,False,False,False,False
821634,Luis Maracara,SDP,SP,9999,False,False,False,False,False,False
823839,Manuel Davila,SDP,SP,9999,False,False,False,False,False,False
823745,Michael Salina,SDP,DH,9999,False,False,False,False,False,False
700280,Miguel Mendez,SDP,SP,9999,False,False,False,False,False,False
822160,Brock Moore,SEA,DH,9999,False,False,False,False,False,False
703603,Grant Jay,SEA,C,9999,False,False,False,False,False,False
702976,Griffin Hugus,SEA,SP,9999,False,False,False,False,False,False
701388,Jurrangelo Cijntje,SEA,SP,9999,False,False,False,False,False,False
807739,Kade Anderson,SEA,SP,9999,False,False,False,False,False,False
702668,Korbyn Dickerson,SEA,CF,9999,False,False,False,False,False,False
681041,Marcelo Perez,SEA,SP,9999,False,False,False,False,False,False
830336,Mason Peters,SEA,DH,9999,False,False,False,False,False,False
691786,Michael Morales,SEA,SP,9999,False,False,False,False,False,False
829306,Nick Becker,SEA,SS,9999,False,False,False,False,False,False
815549,Ryan Sloan,SEA,SP,9999,False,False,False,False,False,False
803141,Teddy McGraw,SEA,RP,9999,False,False,False,False,False,False
702640,Tyler Gough,SEA,SP,9999,False,False,False,False,False,False
821783,Argenis Cayama,SFG,SP,9999,False,False,False,False,False,False
808352,Brayan Narvaez,SFG,SP,9999,False,False,False,False,False,False
695746,Cale Lansville,SFG,SP,9999,False,False,False,False,False,False
806872,Carlos Gutierrez,SFG,LF,9999,False,False,False,False,False,False
825095,Drake George,SFG,DH,9999,False,False,False,False,False,False
698965,Gerelmi Maldonado,SFG,DH,9999,False,False,False,False,False,False
676883,Hayden Wynja,SFG,DH,9999,False,False,False,False,False,False
827500,Hunter Dryden,SFG,SP,9999,False,False,False,False,False,False
815298,Jacob Bresnahan,SFG,SP,9999,False,False,False,False,False,False
815212,Keyner Martinez,SFG,SP,9999,False,False,False,False,False,False
687216,Liam Simon,SFG,DH,9999,False,False,False,False,False,False
815219,Luis De La Torre,SFG,DH,9999,False,False,False,False,False,False
695789,Niko Mazza,SFG,RP,9999,False,False,False,False,False,False
693686,Spencer Miles,SFG,DH,9999,False,False,False,False,False,False
805074,Yunior Marte,SFG,SP,9999,False,False,False,False,False,False
676153,Austin Love,STL,DH,9999,False,False,False,False,False,False
801078,Braden Davis,STL,SP,9999,False,False,False,False,False,False
815919,Branneli Franco,STL,SP,9999,False,False,False,False,False,False
802408,Brycen Mautz,STL,SP,9999,False,False,False,False,False,False
827265,Cade Crossland,STL,SP,9999,False,False,False,False,False,False
813820,Chen-Wei Lin,STL,SP,9999,False,False,False,False,False,False
687309,Cooper Hjerpe,STL,SP,9999,False,False,False,False,False,False
831273,Ethan Young,STL,RP,9999,False,False,False,False,False,False
692284,Frank Elissalt,STL,DH,9999,False,False,False,False,False,False
684516,Hancel Rincon,STL,SP,9999,False,False,False,False,False,False
809100,Ixan Henderson,STL,SP,9999,False,False,False,False,False,False
813838,Jacob Odle,STL,DH,9999,False,False,False,False,False,False
692369,Jose Davila,STL,SP,9999,False,False,False,False,False,False
800320,Leonel Sequera,STL,SP,9999,False,False,False,False,False,False
824604,Liam Doyle,STL,SP,9999,False,False,False,False,False,False
702296,Nate Dohm,STL,SP,9999,False,False,False,False,False,False
695003,Randel Clemente,STL,DH,9999,False,False,False,False,False,False
806996,Reiner Lopez,STL,SP,9999,False,False,False,False,False,False
815829,Ryan Mitchell,STL,SS,9999,False,False,False,False,False,False
815119,Tanner Franklin,STL,SP,9999,False,False,False,False,False,False
694358,Tekoah Roby,STL,RP,9999,False,False,False,False,False,False
693311,Tink Hence,STL,SP,9999,False,False,False,False,False,False
821107,Yairo Padilla,STL,SS,9999,False,False,False,False,False,False
800277,Yordy Herrera,STL,DH,9999,False,False,False,False,False,False
828084,Daniel Pierce,TB,SS,9999,False,False,False,False,False,False
693739,Alexander Alberto,TBR,DH,9999,False,False,False,False,False,False
694647,Drew Dowd,TBR,SP,9999,False,False,False,False,False,False
702266,Dylan Lesko,TBR,SP,9999,False,False,False,False,False,False
804541,Gary Gill Hill,TBR,SP,9999,False,False,False,False,False,False
808250,Jose Urbina,TBR,SP,9999,False,False,False,False,False,False
687189,Marcus Johnson,TBR,SP,9999,False,False,False,False,False,False
807314,Trevor Harrison,TBR,SP,9999,False,False,False,False,False,False
806711,Yereny Teus,TBR,RP,9999,False,False,False,False,False,False
692414,Yoniel Curet,TBR,SP,9999,False,False,False,False,False,False
689583,Adrian Rodriguez,TEX,DH,9999,False,False,False,False,False,False
695778,Aidan Curry,TEX,RP,9999,False,False,False,False,False,False
805706,AJ Russell,TEX,SP,9999,False,False,False,False,False,False
691730,Alejandro Rosario,TEX,SP,9999,False,False,False,False,False,False
807291,Caden Scarborough,TEX,SP,9999,False,False,False,False,False,False
701717,Dalton Pence,TEX,P,9999,False,False,False,False,False,False
693713,Emiliano Teodo,TEX,DH,9999,False,False,False,False,False,False
800283,Enrique Segura,TEX,SP,9999,False,False,False,False,False,False
830472,Enyel Lopez,TEX,DH,9999,False,False,False,False,False,False
697795,Ismael Agreda,TEX,RP,9999,False,False,False,False,False,False
806094,Izack Tiger,TEX,DH,9999,False,False,False,False,False,False
692030,Jose Corniell,TEX,SP,9999,False,False,False,False,False,False
831384,Josh Owens,TEX,SS,9999,False,False,False,False,False,False
806641,Kolton Curtis,TEX,SP,9999,False,False,False,False,False,False
699214,Leandro Lopez,TEX,P,9999,False,False,False,False,False,False
681168,Luis Curvelo,TEX,DH,9999,False,False,False,False,False,False
829410,Maicol Reyes,TEX,DH,9999,False,False,False,False,False,False
814275,Michael Valverde,TEX,DH,9999,False,False,False,False,False,False
805823,Paul Bonzagni,TEX,SP,9999,False,False,False,False,False,False
692437,Winston Santos,TEX,SP,9999,False,False,False,False,False,False
815914,Andres Arias,TOR,RF,9999,False,False,False,False,False,False
682785,Angel Bastardo,TOR,RP,9999,False,False,False,False,False,False
687629,Bo Bonds,TOR,DH,9999,False,False,False,False,False,False
702255,Brandon Barriera,TOR,SP,9999,False,False,False,False,False,False
692479,Dahian  Santos,TOR,RP,9999,False,False,False,False,False,False
800125,Fernando Perez,TOR,SP,9999,False,False,False,False,False,False
804948,Gage Stanifer,TOR,P,9999,False,False,False,False,False,False
834404,Jake Cook,TOR,CF,9999,False,False,False,False,False,False
801358,Jared Spencer,TOR,DH,9999,False,False,False,False,False,False
803516,Johnny King,TOR,SP,9999,False,False,False,False,False,False
828098,JoJo Parker,TOR,SS,9999,False,False,False,False,False,False
805793,Landen Maroudis,TOR,SP,9999,False,False,False,False,False,False
692117,Micah Bucknam,TOR,SP,9999,False,False,False,False,False,False
802511,Sam Shaw,TOR,LF,9999,False,False,False,False,False,False
697813,T.J. Brock,TOR,DH,9999,False,False,False,False,False,False
702056,Trey Yesavage,TOR,SP,9999,False,False,False,False,False,False
815983,Coy James,WSH,SS,9999,False,False,False,False,False,False
816102,Landon Harmon,WSH,P,9999,False,False,False,False,False,False
691251,Andry Lara,WSN,SP,9999,False,False,False,False,False,False
811291,Eriq Swan,WSN,DH,9999,False,False,False,False,False,False
703186,Jarlin Susana,WSN,SP,9999,False,False,False,False,False,False
808243,Jose Feliz,WSN,SP,9999,False,False,False,False,False,False
695620,Josh Randall,WSN,SP,9999,False,False,False,False,False,False
800344,Sean Paul Liñan,WSN,SP,9999,False,False,False,False,False,False
805809,Travis Sykora,WSN,SP,9999,False,False,False,False,False,False
701347,Yoel Tejeda Jr.,WSN,SP,9999,False,False,False,False,False,False
